sbsconfig,runnum,target,sbsmagcurr(A),bbmagcurr(A),ebeam_mean(GeV),ebeam_std(GeV),totcharge(C)
11,12379,LD2,2100,750,9.889177699335391,0.0001598300763023,0.0327676
11,12383,LD2,2100,750,9.888956323669872,0.0002001343996589,0.0312159
11,12384,LD2,2100,750,9.88883204321495,0.000199197177512,0.0303347
11,12385,LD2,2100,750,9.88885407875,0.0001779924845824,0.00469844
11,12387,LD2,2100,750,9.889125595337518,0.0002127724883344,0.0316486
11,12388,LD2,2100,750,9.88917136224652,0.0001975591619629,0.030321
11,12394,LD2,2100,750,9.88915165660138,0.0002134153467427,0.0347764
11,12395,LD2,2100,750,9.889044702956763,0.0002045098290871,0.0408374
11,12396,LD2,2100,750,9.88907959652733,0.0001388238054223,0.0329264
11,12403,LD2,2100,750,9.88868056655532,0.0002816508794712,0.0258613
11,12404,LD2,2100,750,9.88875899772234,0.0002533121183085,0.0239907
11,12405,LD2,2100,750,9.88880137552783,0.0002384020625566,0.0293785
11,12406,LD2,2100,750,9.888859689610191,0.0002918302640408,0.0301303
11,12407,LD2,2100,750,9.888643877348242,0.0002638856471219,0.0168077
11,12408,LD2,2100,750,9.888643953705971,0.000281085800236,0.0379414
11,12409,LD2,2100,750,9.88867221231884,0.0003051500508925,0.0150185
11,12410,LD2,2100,750,9.88910380967071,0.0001219858118356,0.0313716
11,12411,LD2,2100,750,9.88922862904,6.06472730299625e-05,0.00486168
11,12412,LD2,2100,750,9.889101661197769,0.000168787897202,0.0179854
11,12416,LD2,2100,750,9.88903838,9.26305480345152e-05,0.0029208
11,12423,LD2,2100,750,9.88890990481818,0.0002604238262469,0.00897945
11,12424,LD2,2100,750,9.888757745392487,0.0002108751091481,0.00853978
11,12425,LD2,2100,750,9.888775012188612,0.0002273917229125,0.0151059
11,12473,LD2,2100,750,9.888953088260072,0.0003373641891576,0.0157721
11,12474,LD2,2100,750,9.888927752305936,0.0002072891642849,0.0428121
11,12478,LD2,2100,750,9.88896869610829,0.000216697960838,0.0289925
11,12479,LD2,2100,750,9.888844816753926,0.0002297970260697,0.0292818
11,12480,LD2,2100,750,9.888730205717172,0.0001982845253218,0.0285203
11,12481,LD2,2100,750,9.888972804801444,0.0002598256076322,0.0121433
11,12482,LD2,2100,750,9.889125784285712,0.0001601991530622,0.016247
11,12485,LD2,2100,750,9.88893489116451,0.0003702272629607,0.0301329
11,12486,LD2,2100,750,9.88894071050943,0.0003918237167417,0.027601
11,12498,LD2,2100,750,9.889149274602648,0.0002931311710362,0.0162078
11,12499,LD2,2100,750,9.88905433160183,0.0001452434436619,0.0265208
11,12500,LD2,2100,750,9.888994229252337,0.0001189948953298,0.0068212
11,12501,LD2,2100,750,9.889058439999998,0.0002848855490803,0.000351186
11,12502,LD2,2100,750,9.888978053040292,0.0001443090583987,0.0180723
11,12512,LD2,2100,750,9.889032686278194,0.0001568334871851,0.0307011
11,12513,LD2,2100,750,9.889035136096654,0.0001553079514526,0.0309957
11,12514,LD2,2100,750,9.889037972125692,0.0001609697853856,0.0292832
11,12515,LD2,2100,750,9.889037280821915,0.0001872738931256,0.0167391
11,12516,LD2,2100,750,9.88911384111111,0.0001620457328545,0.0260071
11,12517,LD2,2100,750,9.8889782,0.0,7.85587e-05
11,12521,LD2,2100,750,9.889064414323483,0.0002142205478092,0.0319314
11,12523,LD2,2100,750,9.888968432565443,0.000316706471111,0.0215826
11,12527,LD2,2100,750,9.88911408890351,0.0001747126512086,0.0235809
11,12532,LD2,2100,750,9.889062935427926,0.0001943065691743,0.0268895
11,12534,LD2,2100,750,9.888997369891774,0.0001757425050302,0.0269938
11,12535,LD2,2100,750,9.88909388385135,0.0001708741945935,0.0162786
11,12536,LD2,2100,750,9.889094692390742,0.000178199837585,0.0209012
11,12537,LD2,2100,750,9.889084370092164,0.0001589944999886,0.0227891
11,12538,LD2,2100,750,9.88915446980198,0.0001420394371994,0.00488789
11,12539,LD2,2100,750,9.88902093944196,0.0001437514176395,0.0273828
11,12541,LD2,2100,750,9.889009563971772,0.0002347698777686,0.0292565
11,12542,LD2,2100,750,9.889127786585364,0.0001773261144153,0.0297071
11,12543,LD2,2100,750,9.889127096681412,0.0001578334219774,0.0408449
11,12544,LD2,2100,750,9.889186157429464,8.718652285237762e-05,0.0116271
11,12547,LD2,2100,750,9.889121667790052,0.0001401466860822,0.0304574
11,12549,LD2,2100,750,9.888966029209485,0.0002142904944804,0.0308769
11,12550,LD2,2100,750,9.888938499436366,0.0002391030546286,0.0313421
11,12551,LD2,2100,750,9.888853688970295,0.000238238056683,0.0293901
11,12552,LD2,2100,750,9.888820902797494,0.0001917007170364,0.0284438
11,12553,LD2,2100,750,9.88887197480427,0.0002123043225171,0.0329768
11,12554,LD2,2100,750,9.888920975267858,0.0002132164108966,0.0292018
11,12556,LD2,2100,750,9.88846919703896,0.0001716008996261,0.0243386
11,12558,LD2,2100,750,9.888617569104476,0.0002389805844047,0.0155902
11,12559,LD2,2100,750,9.888660963257577,0.0002157545149745,0.038516
11,12565,LD2,2100,750,9.888701084302552,0.0001940714140442,0.0379649
11,12566,LD2,2100,750,9.888623023455343,0.0003940912757203,0.0392956
11,12567,LD2,2100,750,9.888334727313168,0.000346470885501,0.0387171
11,12568,LD2,2100,750,9.888322795611886,0.0004015597488579,0.0383185
11,12569,LD2,2100,750,9.88854305505338,0.0002381296483518,0.0418592
11,12570,LD2,2100,750,9.8884730125,0.0002501632032699,0.0410193
11,12571,LD2,2100,750,9.888696521127272,0.0002877168468199,0.0190284
11,12572,LD2,2100,750,9.888849636830123,0.0002144831854533,0.0380491
11,12574,LD2,2100,750,9.888794353007244,0.0003057622462276,0.0379548
11,12577,LD2,2100,750,9.888664223851851,0.0004122843616665,0.00726931
11,12580,LD2,2100,750,9.888739123429056,0.0002140435030904,0.0428618
11,12581,LD2,2100,750,9.888912829272238,0.0002837633200981,0.0384817
11,12582,LD2,2100,750,9.888885885842388,0.0003062556713327,0.037265
11,12583,LD2,2100,750,9.8885737904,0.0002805671871195,0.0373525
11,12584,LD2,2100,750,9.888746859724954,0.0002165183359668,0.0377765
11,12585,LD2,2100,750,9.888702676654136,0.000254203853586,0.0383078
11,12586,LD2,2100,750,9.888550467257769,0.0002906992978934,0.0386498
11,12589,LD2,2100,750,9.888661825664844,0.0002662632955638,0.0418192
11,12590,LD2,2100,750,9.888933304952152,0.0003143043934132,0.0241141
11,12592,LD2,2100,750,9.888999631007191,0.0002244741237417,0.0151632
11,12593,LD2,2100,750,9.888964500878592,0.000299633616214,0.0347662
11,12597,LD2,2100,750,9.888872221936682,0.0003794862247778,0.0382463
11,12598,LD2,2100,750,9.888468356863635,0.0002876187494863,0.0333886
11,12599,LD2,2100,750,9.888985077714285,0.000412677849118,0.00465485
11,12614,LD2,2100,750,9.888838581064892,0.0002875661715762,0.0381567
11,12618,LD2,2100,750,9.888912002,0.0003607852564592,0.0126259
11,12619,LD2,2100,750,9.888910679202898,0.0003381332240915,0.0265123
11,12620,LD2,2100,750,9.888998882299267,0.0002727193833725,0.0246554
11,12623,LD2,2100,750,9.889024798173718,0.0003294942967409,0.0135031
11,12627,LD2,2100,750,9.889068174999998,0.0002233109858239,0.037402
11,12628,LD2,2100,750,9.889149593144651,0.0002438639542219,0.00149413
11,12638,LD2,2100,750,9.88885233967742,0.0003521500640997,0.0399465
11,12639,LD2,2100,750,9.888945567183098,0.0001830595184095,0.0056843
11,12641,LD2,2100,750,9.888901763041666,0.0002811475637053,0.0305879
11,12642,LD2,2100,750,9.88877524,0.0002364992469332,0.00860135
11,12643,LD2,2100,750,9.888682229999995,0.0002847230776702,0.0337887
11,12644,LD2,2100,750,9.8887880725,0.0003857337379754,0.0110741
11,12645,LD2,2100,750,9.8884854485258,0.000422546007484,0.0265823
11,12647,LD2,2100,750,9.888781958716049,0.0004270746976339,0.0171511
11,12653,LD2,2100,750,9.888171361436784,0.000353773081353,0.0377997
11,12654,LD2,2100,750,9.888237961234566,0.0002298622378044,0.000636616
11,12655,LD2,2100,750,9.888528776554455,0.0002689440889625,0.0378376
11,12656,LD2,2100,750,9.888711824111969,0.0002107291784718,0.0377384
11,12659,LD2,2100,750,9.888813012399297,0.0002746231691733,0.0379157
11,12660,LD2,2100,750,9.888817897522122,0.0003442824647649,0.0361953
11,12661,LD2,2100,750,9.888610468526316,0.0002848540750354,0.039389
11,12662,LD2,2100,750,9.88884686078864,0.0003136544846989,0.0165835
11,12664,LD2,2100,750,9.888544895240171,0.0004832543171462,0.0126762
11,12666,LD2,2100,750,9.888524289148934,0.0002958056968762,0.00649201
11,12671,LD2,2100,750,9.888815596960653,0.0003087434108546,0.0464041
11,12673,LD2,2100,750,9.88878640521452,0.0002344656597667,0.0395827
11,12674,LD2,2100,750,9.888722402114752,0.0002473558593776,0.0465917
11,12678,LD2,2100,750,9.888501075939397,0.0003690882849841,0.010902
11,12679,LD2,2100,750,9.888485240224524,0.0004451027465952,0.0377223
11,12680,LD2,2100,750,9.888407804415325,0.0003107428352607,0.0380749
11,12681,LD2,2100,750,9.888229915348836,7.931342858572089e-05,0.00362505
11,12682,LD2,2100,750,9.888304002310536,0.0003308459527361,0.0411628
11,12683,LD2,2100,750,9.888190886275718,0.0002994168306413,0.038366
11,12684,LD2,2100,750,9.888017501666669,0.0002525287759179,0.0286128
11,12686,LD2,2100,750,9.888085086496597,0.0006047917174009,0.0388875
11,12687,LD2,2100,750,9.887604636098002,0.0004990225554815,0.042617
11,12688,LD2,2100,750,9.887345322097264,0.0005724956049097,0.0254666
11,12693,LD2,2100,750,9.88894719818182,0.0001777236759227,0.0397379
11,12694,LD2,2100,750,9.889000119729166,0.0001762335657384,0.037682
11,12695,LD2,2100,750,9.888996418929253,0.0001672441094876,0.0380838
11,12697,LD2,2100,750,9.888980864557237,0.0001665134342621,0.0356329
11,12699,LD2,2100,750,9.889121881788617,0.0001054459725671,0.0303305
11,12700,LD2,2100,750,9.889215622941176,0.0001661898281521,0.0236671
11,12701,LD2,2100,750,9.8891947513253,0.0001541615559045,0.0380343
11,12702,LD2,2100,750,9.889123860163265,0.0001799934899321,0.0375477
11,12706,LD2,2100,750,9.889135908072726,0.0001414601191295,0.0446275
11,12707,LD2,2100,750,9.889200839253332,0.0001366528363925,0.0467742
11,12708,LD2,2100,750,9.889199001019332,0.0001388789718613,0.0452781
11,12709,LD2,2100,750,9.889199700209424,0.0001388278032277,0.0444928
11,12710,LD2,2100,750,9.889201824749998,0.0001591652799102,0.0453735
11,12711,LD2,2100,750,9.889183431687895,0.0001159711886459,0.046035
11,12713,LD2,2100,750,9.889095425625,0.0001158001761639,0.00145678
11,12714,LD2,2100,750,9.889081390291594,0.0001250962548082,0.0472139
11,12715,LD2,2100,750,9.889132084931504,0.0001488400234846,0.0472666
11,12721,LD2,2100,750,9.889162788169209,0.0002574012636009,0.0496942
11,12722,LD2,2100,750,9.889086758903344,0.000154141053502,0.0418324
11,12726,LD2,0,750,9.889046641316964,0.0001351182477413,0.0348747
11,12728,LD2,0,750,9.889020776786516,0.0001883228895695,0.0322573
11,12729,LD2,0,750,9.889019729444442,0.0001820330889285,0.0505914
11,12732,LD2,2100,750,9.888946964649264,0.0001919794108619,0.048187
11,12733,LD2,2100,750,9.888992638534882,0.0002433234668174,0.0252694
11,12734,LD2,2100,750,9.888905119572367,0.000241454098114,0.0228194
11,12735,LD2,2100,750,9.888882963067092,0.0002380338519221,0.0467564
11,12737,LD2,2100,750,9.889192730555555,0.000211770878838,0.00477164
11,12738,LD2,2100,750,9.889413915502551,0.000180337690252,0.0435297
11,12739,LD2,2100,750,9.889296505,0.0001640116847985,0.000752784
11,12740,LD2,2100,750,9.889424165724463,0.0001850480825912,0.0305349
11,12742,LD2,2100,750,9.88887737210526,0.0002681456749665,0.0279123
11,12743,LD2,2100,750,9.889329302103894,0.0002121827510507,0.0228397
11,12767,LD2,2100,750,9.889473858115627,0.0002106789738417,0.034853
11,12768,LD2,2100,750,9.889399525842446,0.0002439802994642,0.0175644
11,12769,LD2,2100,750,9.889517732416268,0.0002313561843938,0.0321345
11,12770,LD2,2100,750,9.88944738334,0.0002513800674934,0.0658545
11,12771,LD2,2100,750,9.88951946657351,0.0002365773767961,0.0658053
11,12772,LD2,2100,750,9.889370046296678,0.0002007511266318,0.0703641
11,12773,LD2,2100,750,9.889348362172072,0.000145915710297,0.041975
11,12778,LD2,2100,750,9.889424455215906,0.0001978071735714,0.0637096
11,12779,LD2,2100,750,9.889321680892197,0.0002048305666092,0.0385107
11,12781,LD2,2100,750,9.889206563352824,0.0002344199861751,0.0399121
11,12782,LD2,2100,750,9.889344015571846,0.0001955865017229,0.0245601
11,12796,LD2,2100,750,9.889251137575757,9.545937053580632e-05,0.00303239
11,12797,LD2,2100,750,9.8893269859466,0.0001905346799791,0.0333821
11,12798,LD2,2100,750,9.889456328891564,0.0002290694025981,0.0319386
11,12799,LD2,2100,750,9.88950082653846,0.0002296369345563,0.0344482
11,12801,LD2,2100,750,9.88942883841216,0.0001982900767322,0.0441466
11,12802,LD2,2100,750,9.88949580818,0.0002254518363961,0.0399898
11,12813,LD2,2100,750,9.88923498324647,0.0001607607436134,0.0585459
11,12814,LD2,2100,750,9.88938416891709,0.0001764115667788,0.0445872
11,12815,LD2,2100,750,9.889531099350878,0.0002170041385954,0.0458632
11,12816,LD2,2100,750,9.889615096924317,0.0002356582700236,0.0451735
11,12817,LD2,2100,750,9.889729551084905,0.0002748269839713,0.0473818
11,12819,LD2,2100,750,9.889676939949998,0.0002936892492876,0.0451731
11,12820,LD2,2100,750,9.889584723430229,0.0002558894085167,0.0667768
11,12824,LD2,2100,750,9.889463603745703,0.000206970485945,0.0439079
11,12825,LD2,2100,750,9.889498626310832,0.0002384627406871,0.0444574
11,12826,LD2,2100,750,9.889478903499995,0.0002059260380107,0.0456494
11,12827,LD2,2100,750,9.889492595714286,0.0001988181467979,0.0447899
11,12828,LD2,2100,750,9.889398731469594,0.0002262310193322,0.0458212
11,12829,LD2,2100,750,9.889295078827589,0.0001809504594932,0.0448648
11,12830,LD2,2100,750,9.88927690295238,0.0002085524544799,0.0299331
11,12894,LD2,2100,750,9.887787694227352,0.0005469608889798,0.0461564
11,12896,LD2,2100,750,9.88855618617954,0.0002924802751555,0.0387931
11,12897,LD2,2100,750,9.88883200605341,0.000448840847874,0.0287766
11,12902,LD2,2100,750,9.888928347920787,0.0009486284415346,0.0181434
11,12903,LD2,2100,750,9.8884333704,0.0005588873444066,0.00187624
11,12904,LD2,2100,750,9.889049411608877,0.0006463380659459,0.0365614
11,12906,LD2,2100,750,9.88919641060606,0.0001918016441761,0.0392034
11,12907,LD2,2100,750,9.889249737026626,0.0001902257551879,0.0488007
11,12908,LD2,2100,750,9.889312404743588,0.000217816256603,0.0403735
11,12909,LD2,2100,750,9.88929331312796,0.0002008243972052,0.0489636
11,12911,LD2,2100,750,9.88923603,0.0001638966700509,0.00416045
11,12912,LD2,2100,750,9.889166482190332,0.0002286435049854,0.0378917
11,12913,LD2,2100,750,9.889152535876288,0.0001271959563837,0.00452048
11,12914,LD2,2100,750,9.88921361617801,0.0001842953215002,0.0149766
11,12915,LD2,2100,750,9.88924683205714,0.0002032987811807,0.0281131
11,12916,LD2,2100,750,9.88924810002016,0.0002357753341615,0.0376072
11,12917,LD2,2100,750,9.88938867775,0.0002612594761487,0.0377691
11,12918,LD2,2100,750,9.889591910625,0.0003145936636079,0.0383568
11,12919,LD2,2100,750,9.889427786971934,0.0002139827124688,0.0376852
11,12920,LD2,2100,750,9.889538271092148,0.0002658534401218,0.0406573
11,12921,LD2,2100,750,9.889660120595236,0.0002461590077354,0.013516
11,12932,LD2,2100,750,9.88949731862069,0.0002677333853495,0.0401667
11,12933,LD2,2100,750,9.88946388114228,0.000254884122272,0.036749
11,12934,LD2,2100,750,9.88971143916318,0.0003518728591959,0.0195017
11,12935,LD2,2100,750,9.889697106506716,0.0002700703777981,0.0407854
11,12936,LD2,2100,750,9.889489339025488,0.0002908126068122,0.0377189
11,12939,LD2,2100,750,9.888857123571425,0.000401988345323,0.0446115
11,12940,LD2,2100,750,9.88874499852615,0.00036027609423,0.0397636
11,12946,LD2,2100,750,9.888595968652846,0.0003289182440402,0.0149988
11,12957,LD2,2100,750,9.888976306696629,0.0001946008069827,0.0359213
11,12961,LD2,2100,750,9.888909038217212,0.0001950762742836,0.0388341
11,12962,LD2,2100,750,9.888887805145227,0.0001724228701437,0.0193925
11,12963,LD2,2100,750,9.889028976874998,0.0001642079640768,0.0140531
11,12965,LD2,2100,750,9.888989074475626,0.0001826274893737,0.0505289
11,12968,LD2,2100,750,9.888931962116184,0.0001869555164515,0.0395007
11,12969,LD2,2100,750,9.888909721257033,0.0001855932735537,0.0430789
11,12970,LD2,2100,750,9.88894439874003,0.0002455032715411,0.0420064
11,12971,LD2,2100,750,9.888848784878505,0.0001871177682724,0.0441512
11,12972,LD2,2100,750,9.888702090702946,0.0002722825910817,0.0353741
11,12975,LD2,2100,750,9.889112292348992,0.0001693662881688,0.0192802
11,12976,LD2,2100,750,9.889093573988436,0.0001537299585248,0.024976
11,12977,LD2,2100,750,9.88913232111111,0.0001898244588659,0.0116019
11,12979,LD2,2100,750,9.888903502894737,0.0001790059112975,0.00637626
11,12980,LD2,2100,750,9.889050645602408,0.0001760340169484,0.0100216
11,12982,LD2,2100,750,9.888544452419602,0.0003244714810971,0.0482115
11,12983,LD2,2100,750,9.88890551884058,0.0002652109296017,0.0479247
11,12984,LD2,2100,750,9.889170756301144,0.0001637994695894,0.00932266
11,12986,LD2,2100,750,9.889047973280114,0.000251043932329,0.0490543
11,12987,LD2,2100,750,9.889053873148937,0.0002300960712506,0.0493038
11,12988,LD2,2100,750,9.888991131239669,0.0002647110916006,0.0497797
11,12989,LD2,2100,750,9.889005397627905,0.0003016973759597,0.013439
11,13000,LD2,2100,750,9.888687699321704,0.0002441269859184,0.0420172
11,13029,LD2,2100,750,9.888725510400697,0.0002675109276577,0.0428072
11,13030,LD2,2100,750,9.888787821545138,0.0002484120675546,0.045528
11,13034,LD2,2100,750,9.88895840581272,0.0002833277959207,0.0435832
11,13035,LD2,2100,750,9.88928736428312,0.0002456785812948,0.0336411
11,13036,LD2,2100,750,9.889388614552844,0.0002488334657976,0.0163112
11,13038,LD2,2100,750,9.889044812282608,0.0003772468353499,0.0627802
11,13039,LD2,2100,750,9.889059576265732,0.0005068722292919,0.0497984
11,13040,LD2,2100,750,9.888958212892442,0.0004126540263234,0.0528696
11,13044,LD2,2100,750,9.888863054873188,0.0001607447420072,0.0436298
11,13045,LD2,2100,750,9.889032975951114,0.0002479683902447,0.041113
11,13048,LD2,2100,750,9.889197925833331,0.0001789204010884,0.00102802
11,13049,LD2,2100,750,9.888874693804809,0.0002902844227659,0.0423277
11,13050,LD2,2100,750,9.888840525437956,0.0002427645872868,0.0416158
11,13051,LD2,2100,750,9.88889651961471,0.0002637705746157,0.0404009
11,13052,LD2,2100,750,9.888928399206964,0.0002438459731218,0.0309938
11,13053,LD2,2100,750,9.888919930476188,0.00020337021628,0.0207277
11,13054,LD2,2100,750,9.888897745454546,0.0002335280336257,0.0410317
11,13055,LD2,2100,750,9.888906999382716,0.0001750697608025,0.0306249
11,13058,LD2,2100,750,9.888823978034187,0.0002417729598907,0.0436778
11,13059,LD2,2100,750,9.888825604746716,0.0002613144595904,0.0369446
11,13060,LD2,2100,750,9.888775746442144,0.0002206841453962,0.0441717
11,13061,LD2,2100,750,9.888842104709784,0.0002301017255722,0.0446735
11,13062,LD2,2100,750,9.888970254548193,0.0002172418224408,0.0462391
11,13063,LD2,2100,750,9.888956475507868,0.0002295553671275,0.0486673
14,13305,LD2,1470,750,5.9826809873333335,0.000151225911368,0.0231078
14,13306,LD2,1470,750,5.982725988505975,0.0002237136610686,0.028247
